id_publicacion,titulo,publicadora,fecha_publicacion,id_linea_trabajo,id_egresado,id_profesor
722,Harvey,Prosacco-Denesik,2020-07-21,4,386,37
723,Iris,Barton-Ernser,1991-07-09,1,659,62
724,"Seize the Day","Waelchi, Dibbert and Stokes",1994-09-11,1,122,163
725,"They Came Back (Les Revenants)",Schiller-Keeling,2003-01-25,2,447,35
726,"Messengers 2: The Scarecrow",Goodwin-Doyle,1988-08-26,2,176,44
727,"Haunted World of Edward D. Wood Jr., The","Johnson Inc",1993-02-04,2,574,231
728,"Cool World, The",Crona-Stehr,2004-04-12,3,229,121
729,"Number Seventeen (a.k.a. Number 17)",Kohler-Legros,1988-04-15,5,474,216
730,Poltergeist,"Smith Group",2000-12-09,2,287,79
731,Instrument,Johnson-Weimann,2016-07-03,1,824,243
732,"Broken Embraces (Los abrazos rotos)",Weimann-Bahringer,2007-01-28,1,287,118
733,"My Giant",Considine-Champlin,2002-10-06,6,188,2
734,"Princess of Montpensier, The (La princesse de Montpensier)","Anderson, Kutch and Volkman",2011-08-14,3,736,13
735,"Ace of Aces (a.k.a. Super Ace, The) (As des as, L')",Bergnaum-Lemke,2012-03-14,4,71,118
736,"Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6)",Feeney-Morissette,1988-07-20,3,613,107
737,"American Revolutionary: The Evolution of Grace Lee Boggs",Walsh-Kassulke,1988-07-04,6,1000,216
738,"Richard Pryor: Live in Concert","Swaniawski LLC",2017-04-16,6,3,164
739,House,"Halvorson, Mohr and Conroy",2014-06-11,4,946,205
740,"Family Band: The Cowsills Story ",Kuhn-Swift,2023-07-26,4,797,214
741,"Codependent Lesbian Space Alien Seeks Same",King-Lakin,1999-01-09,6,557,231
742,Encore,"Gorczany, Macejkovic and Kertzmann",2011-01-12,6,530,84
743,"Crocodile (Ag-o)","Jacobs Group",2017-03-15,6,358,216
744,"Devil's in the Details, The","Bayer, Nader and Tillman",2012-07-10,2,39,109
745,Gia,"Boyer, Douglas and Thiel",2019-10-30,5,258,35
746,"3-Iron (Bin-jip)","Brown Inc",2014-10-22,6,745,247
747,"Summer House","Parisian, Kilback and Schuppe",1996-08-29,5,68,214
748,"22 Bullets (L'immortel)","Koss Inc",1985-12-24,4,546,130
749,Fever,"Wisozk LLC",2006-03-18,3,894,28
750,"Adventures of Baron Munchausen, The",Schowalter-Howell,1996-01-05,6,735,178
751,"10 MPH","O'Reilly, Hane and Homenick",2001-03-28,5,926,186
752,"Pride of the Yankees, The",Romaguera-Hand,2009-11-30,5,195,164
753,"Radiohead: Meeting People Is Easy",Bayer-Metz,1998-09-21,5,966,148
754,Swoon,Jerde-Roberts,2002-02-04,1,397,52
755,"Pink Saris",Frami-Goldner,2003-12-28,5,13,144
756,Calvary,"Howell, Denesik and Thiel",1993-10-13,1,299,234
757,"Tough Ones, The (Häjyt)","Herzog Group",2020-08-09,3,851,102
758,"Great King, The (Der große König)",Rodriguez-Kerluke,2004-01-07,3,492,154
759,"Red Scorpion",Stehr-Nienow,1997-03-13,2,116,99
760,"Adrift in Tokyo (Tenten)","Donnelly and Sons",2006-04-24,3,750,122
761,"Baby Mama","Kohler, Ankunding and Ritchie",2012-04-29,1,255,147
762,Greedy,Bruen-Goldner,2001-08-24,3,130,26
763,"The ABCs of Death 2",Hane-Kemmer,1999-07-13,5,836,153
764,"Kummeli Goldrush (Kummeli kultakuume)","Hamill Group",1985-10-12,4,101,28
765,"From Beyond the Grave (Creatures)","Conroy, Smith and Renner",2022-10-31,5,824,13
766,"7 Boxes (7 cajas)",Dickens-Romaguera,2002-11-15,4,116,134
767,Anaconda,"Stehr, Funk and Zulauf",2003-05-06,6,558,169
768,"Movie 43",Krajcik-Ferry,2017-09-29,4,6,195
769,"He Loves Me... He Loves Me Not (À la folie... pas du tout)",Braun-Flatley,2019-06-04,4,161,16
770,"Last Summer","Koepp, Brakus and Schneider",1995-08-23,2,137,107
771,"13 Fighting Men","Abshire Group",2023-10-12,6,273,103
772,Memento,"Abshire Group",2001-05-29,4,242,152
773,"What Price Hollywood?",Ziemann-Champlin,2003-12-13,6,135,152
774,"Venus and Serena","Dach and Sons",1988-05-16,2,410,96
775,"Outbound (Periferic)","Denesik, Pollich and Farrell",2014-06-27,3,601,245
776,"From Dusk Till Dawn 3: The Hangman's Daughter","Sawayn and Sons",2017-05-16,4,506,239
777,"Barnens ö","Conn, Osinski and Smith",1996-07-30,3,319,142
778,"Time of Roses (Ruusujen aika)","Fay, Marquardt and Gleason",1991-12-17,4,907,29
779,"Comic Book Confidential",Sauer-Spinka,1996-07-15,5,552,120
780,"Young Sherlock Holmes","Wilderman LLC",1991-01-19,5,275,44
781,Sphere,"Ziemann, Veum and Heathcote",2007-03-08,2,444,128
782,"Wave, The (Welle, Die)","Gislason, Sporer and Bergstrom",2000-04-01,5,660,229
783,"Sister (L'enfant d'en haut)","Harber Inc",2013-06-30,3,240,172
784,Whiplash,"Lesch and Sons",1992-07-12,2,353,216
785,Anamorph,"Turner Inc",2021-01-26,5,658,175
786,"City of God (Cidade de Deus)",Heller-O'Kon,2003-07-01,1,588,120
787,"Glass Menagerie, The","Thompson, Predovic and Hessel",1985-09-08,1,910,79
788,"Change of Habit",Murray-Veum,2014-11-14,5,646,128
789,"My Life as a Dog (Mitt liv som hund)","Vandervort LLC",2013-05-14,4,813,28
790,"Hunting Party, The","Armstrong and Sons",2019-04-01,1,265,38
791,McConkey,Bosco-Ward,2019-12-12,6,595,90
792,"First Power, The","Wilkinson Group",2008-10-07,6,837,133
793,"Down and Derby","Lebsack, Hudson and Zemlak",2000-02-08,5,921,92
794,Judex,Jerde-Klein,2010-08-09,2,734,9
795,"Far Out Man","Jakubowski Group",1987-11-22,5,280,236
796,"Monty Python and the Holy Grail","Brekke, Windler and Grady",1991-07-04,5,170,220
797,"People Like Us","Botsford Inc",2015-02-04,3,391,159
798,"Special Correspondents (Envoyés très spéciaux)","Hand Inc",1991-06-27,3,537,206
799,"Woman of Antwerp","Collier Inc",2001-09-13,1,294,14
800,"Carlito's Way","Kling Group",2017-06-28,2,933,131
801,"Quatermass and the Pit",Harvey-Klein,1986-08-29,6,808,83
802,"Skin Game","Tremblay and Sons",1990-05-13,2,690,55
803,Derailed,"Bayer and Sons",2016-08-12,3,19,76
804,"Pauline at the Beach (Pauline à la Plage)","Kertzmann, King and Ondricka",2007-09-01,2,103,82
805,"Kiss Kiss Bang Bang",McCullough-Feest,2023-08-27,3,850,153
806,"Space Chimps",Mayert-Cummings,2007-07-01,5,944,126
807,"White Banners",Conroy-Heathcote,2022-10-04,1,93,144
808,"Exit to Eden","Ankunding, Macejkovic and Little",2011-10-08,1,745,188
809,"Accidental Husband, The",Considine-Mann,1993-01-15,6,464,64
810,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",Bayer-Wisozk,1999-04-10,2,468,169
811,"Come See the Paradise",West-Miller,2012-12-12,4,19,82
812,"Name for Evil, A","Fahey, Waelchi and Frami",2007-03-21,3,910,121
813,"Girls Rock!",Kerluke-Predovic,1998-09-14,4,460,96
814,"FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com)","Tillman, Wolff and Smitham",2022-04-09,1,664,27
815,"Wooden Man's Bride, The (Yan shen)","Schumm, Hessel and Klocko",2007-08-02,4,662,142
816,"Boo to You Too! Winnie the Pooh","Konopelski and Sons",2005-01-24,1,418,139
817,"Wild Side",Leannon-Schimmel,1998-11-22,5,843,12
818,"Never Ever! (Nigdy w zyciu!)",Hintz-Greenholt,2015-05-04,5,410,75
819,"I See a Dark Stranger",Green-Kertzmann,2006-10-23,5,733,214
820,"Our Music (Notre musique)","Ernser, Cummings and Luettgen",1991-11-08,1,737,51
821,"With Friends Like These...","Carter, Cruickshank and West",1991-08-09,4,136,33
822,Redbelt,Schiller-Hagenes,2003-08-31,2,410,47
823,Honeydripper,Denesik-Mertz,2006-05-25,3,599,90
824,"Farce of the Penguins","Wisozk, Cummings and Murphy",2013-11-15,2,745,226
825,"36 Crazy Fists (San shi liu mi xing quan)","Roberts, Hettinger and Quitzon",2004-07-01,2,511,63
826,"Skin I Live In, The (La piel que habito)","Kohler, Carroll and Klein",2013-08-07,2,25,202
827,"Analyze That",Romaguera-Hand,2016-05-04,3,919,241
828,"Estomago: A Gastronomic Story","Stoltenberg, Abshire and Treutel",2009-01-10,6,680,191
829,"Desert of the Tartars, The (Deserto dei Tartari, Il)","Stokes Group",2023-09-29,6,597,90
830,"Get a Horse!","Block, Padberg and Gulgowski",1989-06-03,1,219,249
831,"Murder, Inc.",Mosciski-Pacocha,1985-07-28,4,686,105
832,"Crew, The",Williamson-Ankunding,2002-01-26,3,664,212
833,"Hunters, The (Jägarna)","Schoen LLC",1995-01-06,5,46,129
834,Cover-Up,"Klocko, Kirlin and Nienow",2005-04-03,4,622,119
835,"Let's Kill Ward's Wife",Murphy-Sanford,2001-04-06,3,151,52
836,"Naked Face, The",Gleichner-Cremin,2001-09-04,1,306,82
837,"Mr. Saturday Night","Larkin LLC",2011-11-27,2,150,13
838,"Midnight Movies: From the Margin to the Mainstream","Kuvalis, Jenkins and Walker",1998-03-06,6,884,84
839,"Fall of the House of Usher, The (chute de la maison Usher, La)","Cormier Group",1999-01-06,2,979,181
840,"Young Americans, The",Casper-Emard,1996-10-21,2,21,24
841,"Hester Street",Paucek-Boyle,1996-07-08,1,74,33
842,"Jack the Bear","Brekke, Rice and Muller",2018-04-16,2,658,27
843,"Kansas Raiders",Boyle-Wolff,1993-05-28,6,374,40
844,"Across the Universe","Kerluke Inc",2003-11-16,3,435,12
845,Persona,"Purdy, Wintheiser and Russel",1997-04-23,2,954,146
846,"Public Enemy, The","Stehr Inc",1994-02-10,3,896,160
847,"Final Darkness, The (Buio Omega)",Kirlin-Frami,2009-02-20,5,727,158
848,"Tyler Perry's Temptation: Confessions of a Marriage Counselor",Brakus-Dietrich,1988-02-04,2,93,212
849,Careful,"Moore and Sons",2007-08-22,1,376,90
850,"Nut Job, The","Okuneva, Trantow and Schaden",1987-03-04,3,597,17
851,"Dragon (Wu Xia)","Fisher Group",2022-05-16,2,301,116
852,"Beginning of the Great Revival (a.k.a. The Founding of a Party)","Kautzer, Quigley and Franecki",2009-06-10,2,504,13
853,"Confessions of a Superhero",Hartmann-Wintheiser,1994-07-31,1,618,1
854,"Who the #$&% is Jackson Pollock?",Bechtelar-Abbott,2015-09-07,5,235,188
855,Compulsion,"Crooks, Nicolas and Hartmann",2008-07-18,2,872,245
856,"Almost Man, The (Mer eller mindre mann)","Huel Group",2019-05-04,6,27,59
857,"Welcome to the Roses (Bienvenue chez les Rozes)","Kautzer LLC",2011-07-09,4,182,46
858,"Heathcliff: The Movie",Herzog-Hammes,1998-04-27,5,61,249
859,"Wholly Moses","Balistreri, Denesik and Jast",2022-01-14,3,706,129
860,"Europeans, The",Krajcik-Hammes,2017-03-30,6,284,102
861,Kick-Ass,Dietrich-Pfeffer,2014-10-27,4,721,59
862,Dreamland,"Nicolas, Hessel and Bahringer",2019-09-15,6,710,80
863,"Hannah Takes the Stairs","Davis, Morar and Casper",2020-10-21,4,27,115
864,"Bigga Than Ben","Bins, Rice and Braun",2002-07-02,4,427,213
865,Colors,Spencer-Bernier,2017-04-15,2,195,196
866,"Dallas 362","Stamm, Collier and Langworth",2021-11-30,4,811,138
867,"All the Young Men","Bailey Inc",2014-08-16,2,892,3
868,"The Man Without a Map","Kshlerin, Bogan and Hayes",2018-09-01,6,246,227
869,"Captains Courageous","Kautzer LLC",1988-12-05,5,783,70
870,"Sidewalks of New York","White, Nitzsche and Armstrong",2010-08-12,6,270,176
871,"Lust for Gold","Leannon LLC",1997-06-16,3,298,200
872,"Katie Tippel (Keetje Tippel)","Nikolaus, Klocko and Klein",2015-01-10,3,728,243
873,"Praying with Lior","Kozey, Herzog and Cruickshank",2013-07-22,1,372,164
874,"Bustin' Loose","McLaughlin, Fay and Oberbrunner",2011-11-25,6,948,43
875,"Atlas Shrugged: Who Is John Galt? (Atlas Shrugged: Part III)","Feeney, Bashirian and Goodwin",2019-11-26,1,543,171
876,"Day the Earth Stood Still, The",Upton-Roob,1993-02-09,4,935,204
877,Slither,"Braun Group",1991-05-25,4,843,169
878,Cruising,"Reichel Group",2006-08-22,1,478,247
879,"Gorilla, The","Satterfield, Wisoky and Hagenes",2021-10-04,3,283,163
880,"My Stepmother Is an Alien","Littel, Ward and Klocko",1999-09-15,3,881,1
881,"Fun with Dick and Jane",Fritsch-Huels,2014-05-26,3,336,19
882,"Newton Boys, The",Gorczany-Nikolaus,2013-01-27,2,678,205
883,"Gurren Lagann: Childhood's End (Gekijô ban Tengen toppa guren ragan: Guren hen)","Blick, Parker and Bauch",1985-09-06,4,468,87
884,"Voyager (Homo Faber)","Hilll, Casper and Parker",2001-10-06,1,503,153
885,"Il fiore dai petali d'acciaio","Boyle and Sons",1997-08-31,1,107,107
886,"Number Seventeen (a.k.a. Number 17)","Schinner Inc",2017-04-06,6,972,243
887,"36 Hours","Jaskolski, Metz and Stoltenberg",2005-02-07,2,643,100
888,"Love Trap, The",Schamberger-Pouros,2020-05-19,1,42,237
889,"Harry Potter and the Prisoner of Azkaban","Cruickshank, Lindgren and Botsford",1989-05-20,6,206,26
890,"She Had to Say Yes","Gutmann, Ryan and Corkery",2008-07-08,3,877,99
891,Kes,Wilkinson-Sauer,1997-02-07,5,265,59
892,"...All the Marbles (California Dolls, The)","Friesen, Hahn and Pacocha",2020-10-04,2,201,112
893,"West of the Divide","Graham LLC",1995-12-06,3,3,220
894,"Night of the Creeps",Effertz-Reichert,2015-02-03,5,500,17
895,"Something to Talk About",Beier-Mann,2013-03-04,2,573,38
896,"Dangerous Minds",Larkin-Barrows,1988-03-21,1,700,56
897,"Handmaid's Tale, The",Rath-Mante,2006-01-31,6,716,32
898,"Life Without Dick",Witting-Nader,1985-12-06,1,75,49
899,"Miss Julie","Franecki, Hayes and McDermott",2006-01-13,4,612,225
900,"Separate Tables","Osinski, Ernser and Zboncak",2010-03-03,3,842,197
901,"Dillinger and Capone",Glover-Rippin,2001-01-01,6,207,249
902,"Hamlet (Gamlet)","Skiles, Nolan and Nitzsche",2021-08-17,2,829,238
903,"Brussels Business, The","Bogisich, Kulas and Leannon",2012-01-05,4,590,97
904,"Safe Place, A","Pagac LLC",1993-11-22,3,726,124
905,"Blood Out","Weber, Hodkiewicz and Lynch",2005-08-31,6,893,121
906,"Jesus liebt mich",Maggio-White,2016-11-23,1,629,11
907,Tangled,"Bernhard Inc",2015-02-13,6,769,158
908,"Erasing David","Kiehn, Wisozk and Jacobson",1985-12-11,2,899,183
909,"Linda Linda Linda",O'Kon-Raynor,2005-06-29,3,931,122
910,"Another Stakeout",Blanda-Wilkinson,2023-03-27,2,585,188
911,"Bride Comes Home, The","Bosco and Sons",2017-09-28,3,706,39
912,"House of Angels (Änglagård)","Durgan, MacGyver and Sawayn",2019-09-02,4,961,229
913,Breach,"Hansen, Gislason and Kirlin",2007-06-30,6,831,61
914,"Rita, Sue and Bob Too!","Reilly and Sons",2020-01-17,5,337,51
915,"Your Life in 65 (Tu vida en 65')","Cremin, McDermott and Wiza",2004-05-25,4,986,36
916,"Reclaim Your Brain (Free Rainer)","Prohaska and Sons",2009-07-25,3,378,136
917,"In Two Minds","McCullough, Larkin and Homenick",2008-08-20,2,678,93
918,Hamlet,"Casper, Howell and Friesen",2002-09-11,1,127,113
919,"T-Rex: Back to the Cretaceous","Gutmann, Ernser and Heller",2006-06-04,3,466,114
920,"Host, The (Gwoemul)","Kozey Inc",2019-03-29,5,168,116
921,"Man Facing Southeast (Hombre mirando al sudeste)",Mills-Dare,2000-01-21,5,651,49
922,"Captain Horatio Hornblower R.N.","Johnston, Rempel and Cartwright",1993-02-18,3,828,1
923,"Counter Investigation (Contre-enquête)","Adams and Sons",2021-09-16,1,973,129
924,"Moonlight Murder",Wintheiser-Romaguera,1989-03-31,4,246,2
925,"Angel Face",Fay-Renner,2003-11-18,3,258,137
926,"Come Live with Me","Jones LLC",2021-09-02,5,558,124
927,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)","Rolfson and Sons",2021-12-12,6,626,136
928,Parasomnia,Fay-Leffler,2006-02-26,1,739,177
929,"Lazarus Project, The","Swaniawski, Schumm and Corwin",2014-02-12,6,722,3
930,"Dolores Claiborne",Becker-Aufderhar,2017-04-15,1,212,56
931,"Fever Pitch","Gutkowski, McClure and Feil",2017-04-15,6,453,227
932,"Big Girls Don't Cry... They Get Even (Stepkids)",Howell-Sipes,1999-05-31,1,955,139
933,Katatsumori,"Jacobi Inc",2005-07-05,4,759,217
934,"Snow Walker, The","Kub, Emmerich and Kassulke",2023-01-18,1,427,141
935,Forgiven,"Moen, Nitzsche and Corwin",2020-07-21,1,613,8
936,Ironclads,"Kuvalis, Jenkins and Kilback",2011-01-11,6,793,232
937,Head,"Brakus Group",2020-06-26,4,396,40
938,"Flintstones in Viva Rock Vegas, The",Emard-Vandervort,2006-03-20,6,141,15
939,"King of New York","Olson, Nicolas and Paucek",2020-08-20,6,532,180
940,"See Here, Private Hargrove",Smitham-Stehr,2018-10-26,4,762,194
941,"High Fidelity","Greenfelder, Zemlak and Prohaska",1997-10-20,3,15,176
942,"Stunt Squad","Daugherty, Runolfsson and Lindgren",2014-03-29,2,279,213
943,"Class, The (Entre les murs)","Stroman Group",2012-11-10,1,824,199
944,"The Legend of Bloody Jack","Ondricka and Sons",2004-05-19,6,677,139
945,"Man in the Gray Flannel Suit, The","Toy Inc",2004-08-09,2,588,196
946,"House of Mirth, The","Kling Group",2004-05-21,4,464,1
947,"Primary Colors",Miller-Terry,1999-11-07,5,985,173
948,Trauma,"Conn, Altenwerth and Denesik",2010-03-11,1,257,103
949,"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go)",Mosciski-Wiegand,1989-07-12,6,207,54
950,"Mall Girls (Galerianki)",Skiles-Price,1990-02-22,2,499,247
951,"Halloween III: Season of the Witch","Renner, Bednar and Lesch",2017-12-06,2,354,19
952,"American Dream","Bailey, Lesch and Jakubowski",2010-07-11,2,773,58
953,"Ballplayer: Pelotero","Abshire and Sons",2012-12-23,4,758,35
954,Mammuth,"Wunsch and Sons",1993-08-27,2,449,210
955,"Kiss Kiss Bang Bang",Durgan-Braun,2014-11-01,3,217,71
956,"Cinderella Man",Hickle-Beier,2008-09-03,2,869,133
957,"Yo Yo (Yoyo)","Funk, Green and Rolfson",2002-11-28,6,766,183
958,"Treasure Hunter, The (Ci ling)","O'Connell, Erdman and Herzog",2012-05-03,4,62,215
959,Kick-Ass,"Schulist Group",1995-03-17,3,855,129
960,"Blue in the Face","Kutch Inc",1987-03-20,6,223,240
961,"7 Boxes (7 cajas)","Jaskolski, VonRueden and Okuneva",1985-09-28,1,645,51
962,"The Face Behind the Mask","Howell and Sons",1996-05-12,2,186,212
963,"Perfect Fake, A","Huels Inc",1997-07-24,6,93,59
964,"End of the Affair, The",Sporer-DuBuque,2006-09-13,5,19,86
965,"Angel Heart","Kub LLC",2000-01-20,6,27,71
966,"Fame High",Sawayn-Harvey,2004-11-16,2,335,98
967,"Iron Eagle II","Daniel, Kiehn and McGlynn",2001-02-15,4,942,207
968,"Up in the Air",Lebsack-Kihn,1987-05-24,5,908,160
969,"Helen of Troy","Kiehn, Conroy and Herman",2021-12-31,2,846,138
970,"Gurren Lagann: The Lights in the Sky are Stars (Gekijô ban Tengen toppa guren ragan: Ragan hen)","Hauck Inc",2007-06-03,5,728,188
971,"35 Up",Daniel-Zulauf,1986-08-25,1,543,69
972,"I Am Jesus","Quitzon, Abshire and Barrows",2015-06-04,1,54,47
973,"Curb Dance",Schneider-Borer,2008-08-10,1,70,203
974,"Summer School","Zemlak, McLaughlin and Watsica",2010-10-30,3,877,120
975,"Beck - Öga för öga","Schaefer LLC",2005-06-19,1,402,212
976,"Streets of Laredo","Blick Group",2017-05-16,2,617,246
977,Whiteout,Schiller-Runte,1998-11-07,6,973,9
978,"Escape from Fort Bravo","Nicolas, Langworth and Sauer",2012-06-26,4,575,202
979,Cube,"Feest, Murray and Johnson",1990-12-07,3,943,126
980,Barricade,"O'Conner, Volkman and Yundt",1985-04-04,6,427,45
981,"Days Between, The (In den Tag hinein)",Adams-Huels,2014-10-15,2,465,91
982,"Boys Don't Cry","Hamill, Kovacek and Schumm",2014-01-24,5,423,12
983,"Men with Brooms",Smitham-Streich,2011-04-05,3,946,107
984,Champion,Greenfelder-Goodwin,2020-09-01,4,253,122
985,"The Deep Six","Buckridge Inc",2000-03-04,5,868,44
986,"Against the Dark",Mueller-Cronin,1986-05-01,2,97,70
987,"Beautiful Boxer","Corkery, Medhurst and Denesik",2016-01-08,4,173,193
988,Next,"Turcotte and Sons",1991-06-01,4,711,198
989,Twixt,Flatley-Ledner,2011-12-10,2,892,206
990,"Used Cars","Roberts, Dooley and Harris",1988-05-15,3,467,215
991,"Colt 38 Special Squad","Gleason Group",2011-03-19,1,948,24
992,"Bang Boom Bang - Ein todsicheres Ding","Kunde LLC",2011-05-17,1,566,53
993,"Battlestar Galactica: The Plan","Toy LLC",2001-07-25,3,62,79
994,"God's Little Acre","Fay and Sons",2010-12-14,1,998,13
995,"Something to Talk About",Greenholt-Ruecker,2016-03-01,3,511,16
996,"I Love You Phillip Morris","Torphy Group",2000-06-15,1,221,122
997,"Rosencrantz and Guildenstern Are Undead","Wintheiser, Roob and Christiansen",1995-05-21,1,333,35
998,Sidestreet,Brakus-Mann,1998-11-03,2,621,108
999,"Invitation, The (Zaproszenie)","Turcotte and Sons",2007-10-10,3,28,133
1000,"Pont du Nord, Le","Schinner, Fahey and Russel",2020-02-05,3,976,173
